Address,Prices,Area,toFace,type,certificate,width,length,floors,road_front,Terrace,Parking
" Đường Nguyễn Sơn Hà, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,6 tỷ ", 85 m2,_,Nhà mặt tiền,---,5m,17m,2,"5,5m",,
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 6,2 tỷ ", 140 m2,_,Nhà trong hẻm,---,"8,4m",16m,1,6m,,
" Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,8 tỷ ", 127 m2,_,Nhà mặt tiền,---,---,---,3,"7,5m",---,---
" Đường Tạ Mỹ Duật, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 8,5 tỷ ", 88 m2,_,Nhà mặt tiền,---,---,---,3,"5,5m",---,---
" Đường Trường Chinh, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 2,25 tỷ ", 50 m2,_,Nhà mặt tiền,---,---,---,1,6m,---,---
" Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 1,85 tỷ ", 68 m2,_,Nhà trong hẻm,---,---,---,1,3m,---,---
" Đường Trần Cao Vân, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 2,35 tỷ ", 73 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,12m,1,"2,5m",,
" Đường Nguyễn Phan Chánh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng", 10 tỷ , 100 m2,_,Nhà mặt tiền,---,---,---,8,7m,---,---
" Đường Cao Thắng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 14 tỷ , 86 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","18,6m",3,10m,---,---
" 0-0 Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 2,7 tỷ ", 40 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,10m,2,3m,---,---
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 2,75 tỷ ", 67 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1,5m,,
" Đường Phạm Văn Đồng, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 52 tỷ , 250 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,9,48m,---,---
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 2 tỷ , 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,2,"3,5m",---,---
" Đường Nguyễn Dữ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,7 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4,"5,5m",,
" Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng", 5 tỷ , 90 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,5m,---,---
" Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 1,9 tỷ ", 105 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,3m",20m,1,5m,---,
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,2 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3,5m,,
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 5,25 tỷ ", 45 m2,_,Nhà mặt tiền,---,---,---,2,10m,,
" 128 Đường Nguyễn Phạm Tuân, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,5 tỷ ", 140 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,4,"5,5m",,
" Đường 3/2, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 19,9 tỷ ", 125 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,4,30m,,
" Đường Nguyễn Đức An, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 18,8 tỷ ", 157 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,"16,5m",3,10m,,
" Đường An Thượng 1, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,5 tỷ ", 39 m2,_,Nhà mặt tiền,---,---,---,1,"5,5m",---,---
" Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,4 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,"14,2m",2,"7,5m",---,---
" Đường Phạm Văn Đồng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 23,5 tỷ ", 125 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3,38m,,
" Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 9,7 tỷ ", 103 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"20,3m",4,10m,,
" Đường Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 26,5 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,30m,---,---
" Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,2,"5,5m",,
" Đường Trần Huy Liệu, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,1 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 20 tỷ , 310 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"11,2m",26m,3,33m,,
" Đường Trần Kim Bảng, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,4 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2,"5,5m",,
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 6,7 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,3,15m,,
" Đường Phan Triêm, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"7,5m",,
" Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,75 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"5,5m",,
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 17,9 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,7m",21m,3,33m,,
" Đường Bình Hòa 14, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,15 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3,5m,,
" Đường Hoàng Đạo Thúy, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 120 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,24m,3,"5,5m",,
" Đường Trường Chinh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,8 tỷ ", 67 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"11,07m","6,91m",4,33m,,
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,7m",13m,2,33m,,
" Đường Nguyễn Khoa Chiêm, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"5,5m",,
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 18,8 tỷ ", 170 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,34m,4,33m,,
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng", 14 tỷ , 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,15m,2,33m,---,---
" Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,85 tỷ ", 126 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,21m,2,"5,5m",,
" Đường Võ Chí Công, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 24 tỷ , 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,17m,2,33m,,
" Đường Nguyễn Nho Túy, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,55 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,2,"5,5m",---,
" Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,4 tỷ ", 95 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,3,"5,5m",---,---
" Đường Bùi Vịnh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,"5,5m",,
" Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Trương Quang Giao, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,"5,5m",,
" Đường Liêm Lạc 15, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" đường Quách Thị Trang Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2,"7,5m",,
" Đường Trần Kim Xuyến, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"7,5m",,
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 11 tỷ , 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,9m",25m,1,33m,---,
" Đường Bình Thái 3, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,3 tỷ ", 135 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,4m",25m,2,"5,5m",,
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 145 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,24m,3,"7,5m",,
" Đường Liêm Lạc 21, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Bình Hòa 2, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,85 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,15m,1,"5,5m",---,
" Đường Cẩm Bắc 9, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2,"5,5m",,
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 5,35 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2,33m,,
" Đường Phan Văn Trị, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,35 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",20m,3,"7,5m",,
" Đường Trần Văn Cẩn, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,96 tỷ ", 150 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,30m,3,"5,5m",,
" Đường Đặng Văn Ngữ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"7,5m",,
" Đường Bình Hòa 4, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,"18,5m",,
" Đường Lê Văn An, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,9 tỷ ", 55 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,11m,3,"5,5m",,
" Đường Bình Hòa 4, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,5 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,"10,5m",,
" Đường Nguyễn Quý Đức, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,"5,5m",,
" Đường Lê Đại Hành, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 14 tỷ , 145 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,24m,4,33m,,
" Đường Trường Chinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,5 tỷ ", 85 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,21m,1,"3,5m",---,
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 3,15 tỷ ", 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,12m,1,5m,---,
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,05 tỷ ", 56 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,8m,2,6m,,
" Đường Bình Thái 1, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 1,5 tỷ ", 66 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,"16,5m",1,"2,5m",---,---
" Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 1,8 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,2m",12m,2,3m,---,---
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,25 tỷ ", 72 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m",16m,2,6m,,
" Đường Ông Ích Đường, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,2 tỷ ", 76 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m",16m,2,5m,,
" Đường Bùi Xương Trạch, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 2,25 tỷ ", 100 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,1,"2,5m",---,---
" Đường Triệu Quốc Đạt, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,25 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,"13,5m",2,6m,,
" Đường Cách Mạng Tháng 8, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 2 tỷ , 84 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,21m,2,3m,---,
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 6 tỷ , 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,1,15m,---,
" Đường Nguyễn Trung Ngạn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,9 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2,"5,5m",,
" Đường Phạm Viết Chánh, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,25 tỷ ", 78 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,13m,2,6m,,
" Đường Bàu Vàng 4, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 4,35 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,"7,5m",---,---
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,5 tỷ ", 83 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,8m",18m,1,"4,5m",,
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 13 tỷ , 104 m2,_,Nhà mặt tiền,---,---,---,3,10m,---,---
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 60 m2,_,Nhà mặt tiền,---,---,---,5,"5,5m",---,---
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 24 tỷ , 123 m2,_,Nhà mặt tiền,---,---,---,2,10m,---,---
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,3 tỷ ", 110 m2,_,Nhà mặt tiền,---,---,---,3,10m,---,---
" Đường Trần Thanh Mại, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 6 tỷ , 75 m2,_,Nhà mặt tiền,---,---,---,2,"5,5m",---,---
" Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 8,5 tỷ ", 41 m2,_,Nhà mặt tiền,---,---,---,4,10m,---,---
" Đường An Trung, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,6 tỷ ", 55 m2,_,Nhà mặt tiền,---,---,---,1,4m,---,---
" Đường Đỗ Thúc Tịnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,9 tỷ ", 73 m2,_,Nhà mặt tiền,---,---,---,1,"7,5m",---,---
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,6 tỷ ", 69 m2,_,Nhà mặt tiền,---,---,---,4,"7,5m",---,---
" Đường Hoàng Xuân Nhị, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 6 tỷ , 73 m2,_,Nhà mặt tiền,---,---,---,3,"5,5m",---,---
" Đường Chính Hữu, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 73 m2,_,Nhà mặt tiền,---,---,---,4,10m,---,---
" Đường Hoài Thanh, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 13 tỷ , 160 m2,_,Nhà mặt tiền,---,---,---,4,"7,5m",---,---
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,8 tỷ ", 88 m2,_,Nhà mặt tiền,---,---,---,2,"5,5m",---,---
" Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,8 tỷ ", 88 m2,_,Nhà mặt tiền,---,---,---,2,"5,5m",---,---
" Đường Võ Chí Công, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,29 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,2,"5,5m",---,---
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 59 m2,_,Nhà mặt tiền,---,---,---,2,"5,5m",---,---
" Đường Nam Thọ 4, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 4,7 tỷ ", 115 m2,_,Nhà mặt tiền,---,---,---,2,"5,5m",---,---
" Đường Thanh Lương 6, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 8,2 tỷ ", 200 m2,_,Nhà mặt tiền,---,---,---,2,"7,5m",---,---
" Đường Bình Than, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 2,5 tỷ ", 71 m2,_,Nhà trong hẻm,---,---,---,1,"3,5m",---,---
" Đường Sơn Thủy 4, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,95 tỷ ", 90 m2,_,Nhà mặt tiền,---,---,---,1,"5,5m",---,---
" Đường Hùng Vương, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 40 tỷ , 142 m2,_,Nhà mặt tiền,---,---,---,4,10m,---,---
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 9,7 tỷ ", 67 m2,_,Nhà mặt tiền,---,---,---,5,22m,---,---
" Đường Phạm Đình Hổ, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 7,8 tỷ ", 140 m2,_,Nhà mặt tiền,---,---,---,3,"7,5m",---,---
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 70 m2,_,Nhà trong hẻm,---,---,---,2,"2,5m",---,---
" Đường Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,45 tỷ ", 119 m2,_,Nhà trong hẻm,---,---,---,1,3m,---,---
" Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 1,98 tỷ ", 53 m2,_,Nhà trong hẻm,---,---,---,1,3m,---,---
" Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,15 tỷ ", 53 m2,_,Nhà trong hẻm,---,---,---,2,3m,---,---
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 16 tỷ , 138 m2,_,Nhà trong hẻm,---,---,---,6,5m,---,---
" Đường Bắc Đẩu, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 2,48 tỷ ", 48 m2,_,Nhà trong hẻm,---,---,---,2,4m,---,---
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 10 tỷ , 210 m2,_,Nhà trong hẻm,---,---,---,3,3m,---,---
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,9 tỷ ", 110 m2,_,Nhà trong hẻm,---,---,---,4,5m,---,---
" Đường Lê Văn Hưu, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 21 tỷ , 212 m2,Bắc,Nhà mặt tiền,---,10m,"21,25m",3,10m,---,---
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,1 tỷ ", 40 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,9m",7m,3,"7,5m",,
" Đường Nguyễn Chích, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,67 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,---,"7,5m",---,
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 60 m2,_,Nhà mặt tiền,---,"4,5m",13m,4,"5,5m",,
" Đường Nguyễn Thuật, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,4 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,---,"7,5m",---,
" Đường Đa Phước 1, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,6 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,3,"7,5m",,
" Đường Bàu Cầu 15, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,8 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2,"7,5m",---,
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 3,62 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,2,15m,---,
" Đường Cẩm Bắc 10, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 171 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"9,4m","18,4m",2,"5,5m",,
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,98 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,3,"7,5m",,
" Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 61 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,10m,3,"7,5m",,
" Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,65 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1,"7,5m",,
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,8 tỷ ", 60 m2,_,Nhà mặt tiền,---,5m,14m,4,"5,5m",,
" Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,65 tỷ ", 35 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,5m,4,"7,5m",,
" Đường Đồng Xoài, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,1 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3,10m,,
" Đường Bùi Hữu Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 4,8 tỷ ", 66 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,1,4m,---,
" Đường An Thượng 18, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,7 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,2m",12m,---,4m,---,
