Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 5,7 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,13m,3
" Đường Chu Mạnh Trinh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 73 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,1
" 0-0 Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 2,7 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","13,2m",1
" Đường Nguyễn Duy Hiệu, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 3,75 tỷ ", 78 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",23m,2
" 0-0 Đường Dương Quảng Hàm, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,7 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,4
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 6,25 tỷ ", 65 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,3m",15m,2
" Đường Nguyễn Sơn, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 8 tỷ , 100 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" Đường Sơn Thủy 12, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,6 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,65 tỷ ", 36 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường Mỹ An 12, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Tôn Thất Tùng, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 5,49 tỷ ", 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",13m,2
" Đường Thái Phiên, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 8,3 tỷ ", 83 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","18,5m",3
" Đường Đông Giang, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 70 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,2
" Đường Sơn Thủy Đông 3, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,8 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,5
" Đường Tôn Quang Phiệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 4,8 tỷ ", 90 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,1
" Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 8,7 tỷ ", 53 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,3m",12m,3
" Đường Phước Trường 12, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,2 tỷ ", 80 m2,Nam,Nhà mặt tiền,---,5m,---,3
" Đường Chu Mạnh Trinh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,65 tỷ ", 75 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","16,6m",2
" Đường Mai Dị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,4 tỷ ", 77 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","13,7m",4
" Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 22,9 tỷ ", 252 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,---,4
" Đường An Cư 4, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,59 tỷ ", 68 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,1
" Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 7,5 tỷ ", 108 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Lê Đình Thám, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 8,65 tỷ ", 54 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",12m,2
" Đường Trần Phú, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 16,99 tỷ ", 93 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"22,7m",2
" Đường Nguyễn Hữu Thọ, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 85 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m","20,5m",3
" Đường Tân Lập 1, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 8,1 tỷ ", 58 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,2
" Đường Thanh Thủy, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 57 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,13m,2
" Đường An Thượng 16, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,7 tỷ ", 64 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,7m",---,2
" Đường Phạm Văn Bạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,8 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,2
" Đường Nguyễn Thiện Kế, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 5,15 tỷ ", 77 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 60 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,12m,4
" Đường Nguyễn Hoàng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 11,5 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,4
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 59 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",13m,1
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,5 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",22m,2
" Đường Lý Đạo Thành, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường An Cư 1, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 5,7 tỷ ", 56 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,2
" Đường Phan Châu Trinh, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,39 tỷ ", 58 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,6m",---,2
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 65 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,11m,3
" Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 3,7 tỷ ", 119 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,37m",---,1
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,25 tỷ ", 79 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,1
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 3,58 tỷ ", 52 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 50 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Cô Giang, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 2,55 tỷ ", 35 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3
" Đường Nguyễn Văn Thoại, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,4 tỷ ", 115 m2,Tây,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,23m,1
" Đường Hàm Tử, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,7 tỷ ", 167 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,8m",28m,2
" Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 75 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m","21,3m",2
" Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 68 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,2
" Đường Cao Thắng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,7 tỷ ", 75 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,3m","17,5m",1
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,35 tỷ ", 35 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,2m",11m,2
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,75 tỷ ", 50 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,7m",---,4
" Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,2 tỷ ", 100 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Mai Lão Bạng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 3,4 tỷ ", 51 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Sơn Thủy 12, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,6 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,---,5m,16m,2
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,7 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4
" Đường Nguyễn Bỉnh Khiêm, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 66 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,2
" Đường Lưu Quang Thuận, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,3 tỷ ", 80 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,1
" Đường Võ Duy Ninh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng"," 5,3 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
" Đường Nguyễn Tri Phương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 83 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",23m,3
" 0-0 Đường Thanh Hải, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 8,9 tỷ ", 102 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,4m","13,8m",3
" K7 Đường Quang Trung, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 68 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"7,5m","9,2m",3
" 0-0 Đường Phạm Cự Lượng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 9,6 tỷ ", 112 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,28m,3
" 0-0 Đường Trần Thái Tông, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,3 tỷ ", 98 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,14m,2
" 0-0 Đường Nguyễn Phước Nguyên, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,98 tỷ ", 80 m2,_,Nhà mặt tiền,---,5m,16m,3
" 0-0 Đường Lê Đại Hành, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 12,7 tỷ ", 165 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,5m",22m,1
" 0-0 Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 18 tỷ , 135 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"22,5m",2
" 0-0 Đường Phó Đức Chính, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 6,2 tỷ ", 92 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,23m,2
" 0-0 Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,25 tỷ ", 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,5m",20m,1
" 0-0 Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 14 tỷ , 300 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,30m,2
" 0-0 Đường Phan Bôi, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,8 tỷ ", 76 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,1m",15m,3
" K47 Đường Lý Thái Tổ, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng"," 2,85 tỷ ", 68 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"13,6m",1
" 0-0 Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 12 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3
" 0-0 Đường Nại Hiên Đông 12, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 3,85 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m","15,5m",3
" 0-0 Đường Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,95 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,15m,1
" 0-0 Đường Xô Viết Nghệ Tĩnh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 12,5 tỷ ", 94 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,8m",3
" 0-0 Đường Trịnh Đình Thảo, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 8,5 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3
" 0-0 Đường Lê Đình Dương, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 67 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,2m",16m,3
" Đường Lê Đại Hành, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 8,7 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Ngô Quyền, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 12 tỷ , 87 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Phan Thúc Trực, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 5,5 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 31 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hoàng Diệu, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 56 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lưu Nhân Chú, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 3,5 tỷ ", 70 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Kha Vạng Cân, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 3,25 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Nguyễn Hồng Ánh, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng", 6 tỷ , 95 m2,_,Nhà mặt tiền,---,---,---,3
" Đường Lương Văn Can, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,3 tỷ ", 85 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Hoàng, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 2,6 tỷ ", 43 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Phan Bá Vành, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng", 7 tỷ , 150 m2,_,Nhà mặt tiền,---,10m,15m,2
" Đường Huy Cận, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 70 m2,_,Nhà mặt tiền,---,5m,14m,3
" Đường Lê Lai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 7 tỷ , 50 m2,_,Nhà mặt tiền,---,"4,25m","11,5m",2
" Đường Tiên Sơn 5, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 65 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,"16,6m",1
" Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 5 tỷ , 71 m2,_,Nhà mặt tiền,---,4m,"17,3m",1
" Đường An Dương Vương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 6 tỷ , 100 m2,_,Nhà mặt tiền,---,"4,5m",22m,2
" Đường Bùi Hữu Nghĩa, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 66 m2,_,Nhà mặt tiền,---,"4,10m",16m,3
" Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 5,6 tỷ ", 93 m2,_,Nhà mặt tiền,---,5m,"18,5m",2
" Đường Yên Khê 2, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 77 m2,_,Nhà mặt tiền,---,"4,5m","17,5m",2
" Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 7,4 tỷ ", 78 m2,_,Nhà mặt tiền,---,"5,75m","14,5m",3
" Đường Đa Phước 9, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,8 tỷ ", 103 m2,_,Nhà mặt tiền,---,6m,18m,3
" Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 12,9 tỷ ", 125 m2,_,Nhà mặt tiền,---,5m,25m,3
" Đường Nguyễn Cao, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Lê Bôi, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 5,5 tỷ ", 57 m2,_,Nhà mặt tiền,---,"4,3m",15m,2
" Đường Vũ Quỳnh, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,9 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,1
" Đường Trần Thánh Tông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 11,7 tỷ ", 174 m2,_,Nhà mặt tiền,---,9m,20m,4
" Đường Lê Bôi, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng", 6 tỷ , 67 m2,_,Nhà mặt tiền,---,5m,13m,3
" Đường Lưu Quý Kỳ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,6 tỷ ", 60 m2,_,Nhà mặt tiền,---,"4,5m","13,5m",4
" Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,6 tỷ ", 68 m2,_,Nhà mặt tiền,---,5m,"13,5m",3
" Đường Ngọc Hồi, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,1
" Đường Hàn Mạc Tử, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,8 tỷ ", 64 m2,_,Nhà mặt tiền,---,4m,"15,5m",2
" Đường Phạm Tu, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,2 tỷ ", 64 m2,_,Nhà mặt tiền,---,4m,16m,3
" Đường An Cư 2, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,8 tỷ ", 72 m2,_,Nhà mặt tiền,---,4m,18m,2
" Đường Phú Lộc 5, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,3 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,1
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 17,35 tỷ ", 121 m2,_,Nhà mặt tiền,---,"5,83m",20m,1
" Đường Tiên Sơn 8, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 10,3 tỷ ", 120 m2,_,Nhà mặt tiền,---,7m,"17,5m",3
" Đường Nguyễn Thế Lộc, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 12,2 tỷ ", 123 m2,_,Nhà mặt tiền,---,7m,18m,3
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 22,5 tỷ ", 350 m2,_,Nhà mặt tiền,---,6m,64m,2
" Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 17 tỷ , 130 m2,_,Nhà mặt tiền,---,5m,26m,1
" Đường Lê Văn Thủ, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 5,2 tỷ ", 105 m2,_,Nhà mặt tiền,---,5m,21m,7
" Đường Đoàn Khuê, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,5 tỷ ", 110 m2,_,Nhà mặt tiền,---,5m,22m,5
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,7 tỷ ", 100 m2,_,Nhà mặt tiền,---,10m,10m,1
" Đường Thủ Khoa Huân, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng", 21 tỷ , 343 m2,_,Nhà mặt tiền,---,12m,"27,5m",1
" Đường Nguyễn Thị Thập, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 4,8 tỷ ", 97 m2,_,Nhà mặt tiền,---,"4,5m","21,5m",3
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng", 25 tỷ , 310 m2,_,Nhà mặt tiền,---,12m,23m,3
" Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 11 tỷ , 170 m2,_,Nhà mặt tiền,---,"9,7m","18,5m",1
" Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,5 tỷ ", 215 m2,_,Nhà mặt tiền,---,6m,43m,1
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 75 m2,_,Nhà mặt tiền,---,"4,2m",18m,2
" Đường Trần Bình Trọng, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 17,5 tỷ ", 110 m2,_,Nhà mặt tiền,---,"6,15m",17m,4
" Đường Hóa Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 56 m2,_,Nhà mặt tiền,---,4m,14m,2
" Đường Bàu Trảng 5, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,95 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Mai Thúc Lân, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 15,8 tỷ ", 132 m2,_,Nhà mặt tiền,---,6m,22m,1
" Đường Nguyễn Tri Phương, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 31 tỷ , 276 m2,_,Nhà mặt tiền,---,"9,6m",29m,3
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng", 15 tỷ , 105 m2,_,Nhà mặt tiền,---,"6,15m",17m,3
" Đường Yên Khê 1, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 76 m2,_,Nhà mặt tiền,---,"5,8m",14m,2
" Đường Phan Châu Trinh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 106 m2,_,Nhà mặt tiền,---,"5,6m",19m,4
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 11,5 tỷ ", 286 m2,_,Nhà trong hẻm,---,"11,8m",23m,2
" Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 6,5 tỷ ", 97 m2,_,Nhà trong hẻm,---,5m,19m,2
" Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 5,95 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Bình Minh, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 8,6 tỷ ", 99 m2,_,Nhà mặt tiền,---,"4,5m",22m,1
" Đường Thúc Tề, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,"4,75m",21m,1
" Đường 2/9, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 19,75 tỷ ", 90 m2,_,Nhà mặt tiền,---,"4,5m",20m,1
